Year,Close SP500,Interest Rate,Unemployment Rate,Inflation Rate,CPIAUCSL,Close RUSSELL2000,Close Oil,Close Gold,OPEN_CLOSE_CHANGE_%_SP500,OPEN_CLOSE_CHANGE_%_RUSSELL2000,OPEN_CLOSE_CHANGE_%_Gold,LOW_HIGH_CHANGE_%_SP500,LOW_HIGH_CHANGE_%_RUSSELL2000,LOW_HIGH_CHANGE_%_Gold,Interest_Rate_Change,Inflation_Rate_Change,Unemployment_Rate_Change,CPI_Change,VOLUME_CHANGE_%_RUSSELL2000,VOLUME_CHANGE_%_SP500
1997,21.39983318379735,5.4607722007722,4.942471042471042,2.391891891891892,160.52586872586872,397.0884181737452,19.15069498069498,331.4037837837838,0.0007682996965039574,0.000866751678111125,-0.0008067944130764308,0.024522786762414088,0.0083175350557465,0.0,0.0008108108108108107,-0.001544401544401544,-0.0027027027027027033,0.010424710424710491,0.019748393464013882,0.04150860792172113
1998,24.855180835224015,5.351828793774319,4.501167315175097,2.2747081712062256,163.01634241245134,424.34766530350197,12.776731517509727,294.2350194552529,0.0003194440590274591,-0.00011078579272872518,0.00019598372923330357,0.02908431697637111,0.01266598637047117,0.0,-0.0031906614785992228,0.0007782101167315165,-0.0011673151750972756,0.010116731517509706,0.016807999755292378,0.034887756315003134
1999,28.948424711550526,4.972980392156862,4.214117647058823,2.08,166.60196078431372,432.5383523294118,17.933647058823528,278.82823529411763,-0.000519708298362596,0.0008445970079480443,-6.865571633484472e-06,0.03459130210273161,0.011589211249444674,0.0,0.002431372549019608,-0.00196078431372549,-0.0015686274509803936,0.017254901960784337,0.009861553335677285,0.03290084795378038
2000,33.149179548852125,6.239375,3.968359375,2.43515625,172.19453124999998,510.3871876015625,28.521953125,279.213671875,-0.00025734524297168186,0.00012541690789484794,-3.779852793787704e-05,0.045646329551404095,0.022552572082535208,0.0,0.004296875000000002,0.0027343750000000007,-0.00039062500000000035,0.022656249999999933,0.04847235130617662,0.038207482268292195
2001,31.254876562106826,3.892766798418972,4.740316205533596,2.658498023715415,177.0292490118577,469.81379466798415,24.32798418972332,271.20521739130436,5.384927973779444e-05,0.00020497027467133256,-0.00019592816556862532,0.03345376742702782,0.016719951194476116,0.0,-0.018102766798418973,0.0003952569169960478,0.007114624505928855,0.011067193675889373,0.10435197768777901,0.04069930272720703
2002,28.479055217613304,1.6675390625,5.783984375,2.315234375,179.8890625,435.988830203125,25.0324609375,310.6630078125,-0.00044505338447100543,-0.0009246155936044116,0.0011309500071074129,0.03310763428436733,0.01871633597326234,0.0,-0.0022656250000000003,-0.003125000000000001,0.0011718749999999993,0.017187500000000022,0.03423365778144347,0.0335709081487351
2003,28.241549852629642,1.1263565891472869,5.993023255813954,1.4500000000000002,184.00426356589148,451.4716284651163,28.869806201550386,364.151511627907,0.0008250725677991616,0.001625910582986051,0.0008667736633952254,0.02337244803989198,0.014543597263580371,0.0,-0.0010077519379844962,-0.003100775193798449,-0.001162790697674418,0.014341085271317786,0.019327549855592388,0.03966967388213795
2004,34.496060976482845,1.3515625,5.541796875,1.76875,188.916015625,579.675507296875,38.2595703125,409.628046875,0.0004490985836860619,0.0005258528812820333,0.00026267711335896187,0.01962151121220799,0.014184571926453194,0.0,0.004609375000000001,0.004296875,-0.0011718749999999993,0.024218749999999956,0.011080561234189878,0.02520899722503963
2005,38.083952984897124,3.2194117647058826,5.079607843137254,2.164313725490196,195.29098039215685,640.7088641803922,54.522549019607844,445.4052941176471,-9.237497979054135e-05,0.0002164893840902805,0.0006628378074334806,0.019437343063542726,0.013000802257658794,0.0,0.00784313725490196,0.0,-0.00196078431372549,0.025098039215686298,0.01552236677095736,0.028303800147388054
2006,42.17742271427091,4.9679215686274505,4.607450980392157,2.4945098039215687,201.57333333333335,734.9225475960784,65.142,604.5006274509805,0.0003190564758834583,0.0006819128250027364,0.0009473836486432201,0.019925544238108286,0.014550689414633923,0.020288223522563355,0.004235294117647059,0.0015686274509803919,-0.00196078431372549,0.0196078431372549,0.017293640422399715,0.02680296965551303
2007,47.54188074582264,5.018359375,4.61640625,2.319921875,207.37144921875,804.2587902695312,72.5515234375,697.3558203125,-0.00019246753896547575,-0.0003265803098910477,0.0009581170485441743,0.024409642381213136,0.015180733080876226,0.01587751790371842,-0.00390625,-0.0007812500000000007,0.0023437499999999986,0.032597656249999996,0.019631746671039958,0.024512625944079554
2008,38.62910883249117,1.9244186046511629,5.805038759689922,2.3093023255813954,215.2910503875969,656.1526358023256,96.9877519379845,871.6494573643411,-0.0007000055293055607,-0.000854122190571554,0.00033314448746480816,0.048637767238132006,0.032006145946006904,0.029657552323736843,-0.015813953488372095,-0.0023255813953488367,0.008914728682170543,-0.00018217054263564746,0.02771994001616863,0.021392058374674793
2009,29.464068867093513,0.15972762645914396,9.290272373540855,1.690272373540856,214.58512062256807,521.0680937315176,61.58583657587548,973.7706225680934,0.0010241105273272944,0.0009133096304101389,0.0011266125122906584,0.036864958918762195,0.025453142099404295,0.02037882526879945,-0.00015564202334630354,0.0,0.01011673151750973,0.023147859922179038,0.01160080102594322,0.01398505817200526
2010,37.09316547454149,0.1756470588235294,9.605490196078431,0.9529411764705882,218.08379215686273,672.3772930156863,79.62031372549019,1227.0532156862746,0.0005142749607616405,0.0007621457965990738,0.001232251349206323,0.023239926645910614,0.018387703485518412,0.01574627195557159,0.0002352941176470588,-0.00392156862745098,-0.0023529411764705867,0.012254901960784314,0.022360063953178265,0.02069590555296116
2011,42.81977120325194,0.10141176470588235,8.933333333333334,1.671764705882353,224.94893333333334,770.8503544745098,111.33560784313725,1572.5711764705884,-1.326130003062203e-05,-3.4211460239087e-05,0.00014307442448945677,0.024744660225652627,0.020604263736958974,0.018742448261561784,-0.0004313725490196078,0.005490196078431373,-0.0031372549019607872,0.026474509803921586,0.03696872214984428,0.018721698865783346
2012,46.898181273660256,0.14019607843137255,8.076862745098039,2.116470588235294,229.57762745098037,806.2927861254902,111.65682352941177,1668.6604313725488,0.0006699788614773222,0.0005212608263540267,0.0004714762386285908,0.019583392336731134,0.012520171835352673,0.013993634218009575,0.0003529411764705882,-0.001176470588235295,-0.0023529411764705867,0.01567843137254898,0.017574811915254288,0.02132143583203446
2013,57.245771189500935,0.1070703125,7.36484375,1.75546875,232.95065234375,1008.3368366015625,108.5708203125,1409.6373046875,0.0006646715448337482,0.0009451393770771142,-0.0014077010404907335,0.017970572177340417,0.01025999137375535,0.018461422634868656,-0.0002734375,-0.0007812499999999998,-0.004687500000000001,0.013664062499999963,0.012956777696916949,0.013248728407857426
2014,68.2962174626323,0.08930232558139535,6.162790697674419,1.7507751937984495,236.72203100775192,1151.8837970813954,98.99941860465115,1265.6373255813953,0.0002577079844776809,-2.792272028613272e-05,-0.00017792439944829658,0.01810910683164473,0.012280679641824119,0.013532652590758094,0.00011627906976744185,-0.0003875968992248057,-0.00426356589147287,0.005941860465116339,0.012006497351606412,0.014811818416553081
2015,75.74871882093865,0.13284046692607004,5.254863813229572,1.8268482490272373,237.01660700389107,1205.52626507393,52.31151750972762,1159.9830350194552,4.603888163269633e-05,-0.00024661977097342047,-0.0003901461269010245,0.02008965293602547,0.012002303963403977,0.013847736483276338,0.0004669260700389105,0.0019455252918287938,-0.002334630350194551,0.005871595330739245,0.030446902499110702,0.020748349674530757
2016,78.57474982801372,0.3950588235294118,4.849803921568627,2.191764705882353,240.02731764705882,1171.7098419686274,43.695960784313726,1249.867568627451,0.0005789163594098821,0.0007036619227719127,0.0005769066493962271,0.01995773021536104,0.01372746559172325,0.014817108944557948,0.0011764705882352942,0.0003921568627450984,-0.0011764705882352934,0.019121568627451,0.01499012436731065,0.020713896065740853
